session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd,cart_to_view_ratio,satisfaction_score,predicted_session_value,customer_segment
582,2023-10-20,3,2,4,4,5,2.52,1,0,0.0,0.16666666666666666,1.005586592178771,24.154055833552807,0
583,2024-10-05,4,1,0,1,4,6.0,0,1,57.88,0.0,7.3942537909018355,19.323244666842246,1
584,2024-01-15,0,2,3,4,10,7.31,0,0,0.0,0.0,2.9169992019154027,48.308111667105614,2
585,2023-04-29,1,1,2,3,4,7.76,0,1,63.0,0.0,8.096568236233042,19.323244666842246,1
586,2023-04-15,5,1,1,2,5,8.05,1,1,149.62,0.16666666666666666,8.212290502793296,24.154055833552807,1
587,2024-12-14,4,2,4,4,6,8.49,1,1,116.34,0.14285714285714285,8.387869114126097,28.98486700026337,1
588,2024-07-05,2,2,3,5,4,7.94,0,1,133.62,0.0,8.168395849960095,19.323244666842246,1
589,2023-10-29,3,1,5,0,3,3.58,1,0,0.0,0.25,1.4285714285714288,14.492433500131686,0
590,2023-05-16,0,2,1,5,7,3.6,0,1,123.77,0.0,6.436552274541102,33.81567816697393,1
591,2024-02-09,2,0,4,2,5,5.73,0,0,0.0,0.0,2.2865123703112533,24.154055833552807,0
592,2023-08-21,5,0,0,2,4,4.47,1,0,0.0,0.2,1.7837190742218676,19.323244666842246,0
593,2024-07-04,2,0,0,5,3,8.93,1,1,44.91,0.25,8.563447725458898,14.492433500131686,1
594,2023-06-29,4,1,4,1,5,6.11,1,0,0.0,0.16666666666666666,2.4381484437350363,24.154055833552807,2
595,2024-01-31,1,1,3,0,2,6.57,1,0,0.0,0.3333333333333333,2.62170790103751,9.661622333421123,2
596,2023-03-31,1,1,2,5,6,5.63,0,0,0.0,0.0,2.246608140462889,28.98486700026337,0
597,2024-10-16,5,0,3,3,8,2.8,0,1,79.41,0.0,6.11731843575419,38.64648933368449,1
598,2024-01-06,4,2,3,4,7,7.8,0,0,0.0,0.0,3.1125299281723864,33.81567816697393,2
599,2024-08-25,1,0,2,4,8,8.82,1,1,79.38,0.1111111111111111,8.519553072625698,38.64648933368449,1
600,2024-01-11,5,2,4,4,5,7.88,0,0,0.0,0.0,3.144453312051078,24.154055833552807,2
601,2024-11-18,5,2,5,5,7,5.22,0,0,0.0,0.0,2.083000798084597,33.81567816697393,0
602,2023-11-14,1,1,4,1,7,4.38,1,1,65.77,0.125,6.7478052673583395,33.81567816697393,1
603,2023-11-10,5,2,4,3,4,7.91,1,0,0.0,0.2,3.156424581005587,19.323244666842246,2
604,2024-09-26,5,2,4,1,9,10.65,0,0,0.0,0.0,4.249800478850759,43.47730050039505,2
605,2023-02-13,1,0,4,2,11,8.81,0,1,54.96,0.0,8.515562649640863,53.138922833816174,1
606,2024-10-18,3,1,2,1,4,10.68,0,0,0.0,0.0,4.261771747805268,19.323244666842246,2
607,2023-07-19,1,0,0,3,5,5.33,0,0,0.0,0.0,2.1268954509177975,24.154055833552807,0
608,2023-05-09,1,0,4,1,6,6.2,1,1,91.96,0.14285714285714285,7.474062250598564,28.98486700026337,1
609,2023-02-04,3,0,0,5,10,7.17,1,1,46.0,0.09090909090909091,7.861133280127693,48.308111667105614,1
610,2023-07-15,4,2,5,0,4,5.15,1,0,0.0,0.2,2.0550678371907423,19.323244666842246,0
611,2024-05-24,5,2,1,4,5,8.12,0,0,0.0,0.0,3.2402234636871508,24.154055833552807,2
612,2024-12-06,2,1,0,2,7,6.27,0,0,0.0,0.0,2.501995211492418,33.81567816697393,2
613,2024-04-25,5,0,1,0,5,11.84,0,0,0.0,0.0,4.724660814046289,24.154055833552807,2
614,2024-08-27,2,1,5,5,7,5.83,1,0,0.0,0.125,2.326416600159617,33.81567816697393,2
615,2024-10-27,5,0,0,4,2,6.14,0,1,78.61,0.0,7.4501197126895455,9.661622333421123,1
616,2023-12-06,0,0,1,3,10,5.11,0,0,0.0,0.0,2.039106145251397,48.308111667105614,0
617,2024-01-12,4,2,4,2,7,6.53,1,1,58.95,0.125,7.6057462090981645,33.81567816697393,1
618,2024-03-23,4,1,1,2,4,7.45,0,1,69.87,0.0,7.972865123703112,19.323244666842246,1
619,2023-05-14,4,0,3,3,7,10.29,1,1,86.17,0.125,9.106145251396647,33.81567816697393,1
620,2024-12-16,3,1,5,0,5,7.51,1,0,0.0,0.16666666666666666,2.996807661612131,24.154055833552807,2
621,2024-12-13,1,0,3,3,7,6.17,1,0,0.0,0.125,2.4620909816440544,33.81567816697393,2
622,2024-09-12,4,2,0,4,8,5.07,0,0,0.0,0.0,2.0231444533120513,38.64648933368449,0
623,2023-05-13,5,1,1,5,8,3.03,1,0,0.0,0.1111111111111111,1.209098164405427,38.64648933368449,0
624,2023-10-13,2,0,5,0,4,6.53,1,0,0.0,0.2,2.605746209098165,19.323244666842246,2
625,2024-03-13,3,1,1,5,8,8.44,0,0,0.0,0.0,3.367916999201915,38.64648933368449,2
626,2024-01-22,2,1,3,5,6,7.65,0,1,151.99,0.0,8.05267358339984,28.98486700026337,1
627,2024-10-31,4,1,2,4,2,5.04,1,1,17.29,0.3333333333333333,7.011173184357542,9.661622333421123,1
628,2023-12-22,2,2,0,1,5,6.95,0,0,0.0,0.0,2.773343974461293,24.154055833552807,2
629,2024-01-06,2,0,4,2,5,4.4,0,0,0.0,0.0,1.755786113328013,24.154055833552807,0
630,2024-11-03,3,0,3,4,3,5.94,0,0,0.0,0.0,2.3703112529928174,14.492433500131686,2
631,2024-08-11,0,0,1,4,2,5.65,0,1,139.79,0.0,7.254588986432562,9.661622333421123,1
632,2023-02-11,3,0,2,5,5,6.42,1,0,0.0,0.16666666666666666,2.561851556264964,24.154055833552807,2
633,2023-03-12,1,1,5,5,4,5.86,0,0,0.0,0.0,2.3383878691141264,19.323244666842246,2
634,2024-11-30,4,1,1,5,7,7.7,0,0,0.0,0.0,3.0726256983240225,33.81567816697393,2
635,2023-01-28,2,2,5,5,5,3.89,0,0,0.0,0.0,1.552274541101357,24.154055833552807,0
636,2023-07-07,0,2,2,3,11,6.51,0,1,39.19,0.0,7.597765363128492,53.138922833816174,1
637,2024-10-12,3,0,5,4,9,5.41,0,0,0.0,0.0,2.158818834796489,43.47730050039505,0
638,2023-01-20,1,0,3,3,6,7.07,1,1,99.48,0.14285714285714285,7.82122905027933,28.98486700026337,1
639,2023-05-10,1,2,1,5,3,5.34,0,1,136.4,0.0,7.130885873902634,14.492433500131686,1
640,2023-05-27,3,1,2,3,6,3.34,1,0,0.0,0.14285714285714285,1.332801276935355,28.98486700026337,0
641,2024-08-24,0,0,1,5,6,1.64,1,1,16.92,0.14285714285714285,5.654429369513169,28.98486700026337,0
642,2023-12-11,2,1,4,5,5,8.83,0,0,0.0,0.0,3.523543495610535,24.154055833552807,2
643,2024-10-29,5,0,4,4,6,3.33,0,0,0.0,0.0,1.328810853950519,28.98486700026337,0
644,2024-02-25,5,0,4,1,7,5.82,0,0,0.0,0.0,2.3224261771747807,33.81567816697393,0
645,2024-03-25,4,2,5,5,7,6.37,0,0,0.0,0.0,2.5418994413407825,33.81567816697393,2
646,2023-09-10,1,2,1,1,3,5.52,0,0,0.0,0.0,2.2027134876296888,14.492433500131686,0
647,2024-04-09,1,0,1,2,5,3.53,1,1,180.32,0.16666666666666666,6.408619313647247,24.154055833552807,1
648,2023-02-16,4,0,0,2,9,7.38,1,1,90.98,0.1,7.944932162809257,43.47730050039505,1
649,2023-03-29,2,2,5,1,10,9.03,0,0,0.0,0.0,3.6033519553072626,48.308111667105614,2
650,2023-10-30,0,2,2,5,4,6.76,0,1,104.06,0.0,7.697525937749401,19.323244666842246,1
651,2023-03-04,2,0,0,5,11,1.74,0,0,0.0,0.0,0.6943335993615324,53.138922833816174,0
652,2023-03-05,1,1,0,2,4,7.41,1,0,0.0,0.2,2.956903431763767,19.323244666842246,2
653,2023-03-07,1,0,3,5,7,7.07,1,0,0.0,0.125,2.82122905027933,33.81567816697393,2
654,2024-09-19,0,2,4,0,7,7.75,0,0,0.0,0.0,3.0925778132482047,33.81567816697393,2
655,2024-09-16,5,2,3,2,6,7.12,1,0,0.0,0.14285714285714285,2.841181165203512,28.98486700026337,2
656,2023-11-25,1,2,2,3,6,5.56,1,0,0.0,0.14285714285714285,2.2186751795690345,28.98486700026337,0
657,2024-12-05,3,0,5,0,5,4.71,1,1,39.94,0.16666666666666666,6.879489225857941,24.154055833552807,1
658,2023-12-31,5,0,0,3,8,7.56,1,0,0.0,0.1111111111111111,3.016759776536313,38.64648933368449,2
659,2024-12-02,2,2,4,0,5,8.51,0,0,0.0,0.0,3.39584996009577,24.154055833552807,2
660,2024-06-04,0,2,2,1,8,5.6,1,1,81.79,0.1111111111111111,7.23463687150838,38.64648933368449,1
661,2024-02-22,5,2,3,5,4,4.0,0,1,105.77,0.0,6.596169193934557,19.323244666842246,1
662,2024-07-28,4,2,1,5,9,4.83,1,1,41.99,0.1,6.927374301675978,43.47730050039505,1
663,2023-02-21,2,0,3,0,4,5.49,0,1,19.9,0.0,7.1907422186751795,19.323244666842246,1
664,2023-07-23,1,0,4,4,5,7.76,0,0,0.0,0.0,3.096568236233041,24.154055833552807,2
665,2024-05-10,0,2,0,1,6,4.66,0,0,0.0,0.0,1.859537110933759,28.98486700026337,0
666,2024-01-16,0,0,4,0,7,8.04,0,0,0.0,0.0,3.2083000798084593,33.81567816697393,2
667,2024-07-27,5,1,5,5,7,7.34,0,0,0.0,0.0,2.928970470869912,33.81567816697393,2
668,2024-04-24,4,1,5,4,6,8.36,1,0,0.0,0.14285714285714285,3.3359936153232246,28.98486700026337,2
669,2023-04-28,0,1,0,1,8,6.0,0,0,0.0,0.0,2.3942537909018355,38.64648933368449,2
670,2023-11-05,2,0,1,4,7,8.25,1,0,0.0,0.125,3.2920989624900243,33.81567816697393,2
671,2024-06-21,1,2,5,4,7,5.69,0,0,0.0,0.0,2.2705506783719076,33.81567816697393,0
672,2023-03-30,3,2,0,5,7,2.03,0,0,0.0,0.0,0.8100558659217877,33.81567816697393,0
673,2023-09-28,2,0,5,3,6,4.87,0,1,15.45,0.0,6.943335993615323,28.98486700026337,1
674,2023-01-23,4,1,5,1,6,5.2,1,1,35.12,0.14285714285714285,7.075019952114925,28.98486700026337,1
675,2024-09-16,3,0,1,1,3,4.82,0,0,0.0,0.0,1.9233838786911415,14.492433500131686,0
676,2023-03-01,4,2,1,3,7,5.85,1,1,335.27,0.125,7.334397446129289,33.81567816697393,1
677,2024-05-30,5,2,5,5,7,2.89,0,1,13.06,0.0,6.153232242617717,33.81567816697393,0
678,2024-09-21,0,0,3,2,5,5.26,0,0,0.0,0.0,2.0989624900239425,24.154055833552807,0
679,2023-11-21,1,2,4,3,3,4.38,1,1,219.6,0.25,6.7478052673583395,14.492433500131686,1
680,2023-01-25,5,1,0,5,3,6.04,0,0,0.0,0.0,2.4102154828411813,14.492433500131686,2
681,2024-03-06,5,2,3,2,5,3.07,1,0,0.0,0.16666666666666666,1.2250598563447725,24.154055833552807,0
682,2024-10-04,3,0,5,1,5,2.69,1,0,0.0,0.16666666666666666,1.0734237829209898,24.154055833552807,0
683,2024-03-09,2,1,0,3,4,4.98,1,0,0.0,0.2,1.9872306464485237,19.323244666842246,0
684,2023-05-19,3,2,3,0,4,4.54,1,0,0.0,0.2,1.8116520351157224,19.323244666842246,0
685,2024-01-17,0,0,1,1,4,9.95,0,1,83.87,0.0,8.97047086991221,19.323244666842246,1
686,2023-08-25,5,0,5,4,2,3.39,1,1,157.89,0.3333333333333333,6.352753391859537,9.661622333421123,1
687,2023-01-17,0,1,2,1,7,6.07,0,0,0.0,0.0,2.4221867517956905,33.81567816697393,2
688,2023-12-02,1,1,4,1,5,4.01,0,0,0.0,0.0,1.6001596169193935,24.154055833552807,0
689,2024-03-02,0,1,3,0,8,7.54,1,0,0.0,0.1111111111111111,3.00877893056664,38.64648933368449,2
690,2023-06-19,5,1,1,0,4,7.64,1,0,0.0,0.2,3.048683160415004,19.323244666842246,2
691,2024-07-26,5,2,5,2,6,3.77,0,0,0.0,0.0,1.50438946528332,28.98486700026337,0
692,2024-11-18,3,0,4,5,5,6.63,0,0,0.0,0.0,2.6456504389465287,24.154055833552807,2
693,2024-08-29,3,0,5,0,6,7.33,0,0,0.0,0.0,2.924980047885076,28.98486700026337,2
694,2023-03-31,0,2,4,0,7,5.59,1,0,0.0,0.125,2.2306464485235438,33.81567816697393,0
695,2023-03-09,5,2,1,4,5,5.67,0,0,0.0,0.0,2.2625698324022347,24.154055833552807,0
696,2023-07-03,5,1,5,3,7,5.46,1,1,178.04,0.125,7.17877094972067,33.81567816697393,1
697,2024-04-15,0,0,0,4,5,2.7,1,1,46.14,0.16666666666666666,6.077414205905827,24.154055833552807,0
698,2024-03-26,0,1,2,1,5,5.54,0,0,0.0,0.0,2.2106943335993616,24.154055833552807,0
699,2024-05-11,4,0,4,1,7,7.43,1,1,55.97,0.125,7.964884277733439,33.81567816697393,1
700,2024-07-17,5,1,4,1,6,6.04,1,1,60.7,0.14285714285714285,7.410215482841181,28.98486700026337,1
701,2024-12-01,2,0,4,4,4,6.19,0,1,60.91,0.0,7.470071827613728,19.323244666842246,1
702,2023-05-01,3,0,0,2,6,7.09,1,1,80.64,0.14285714285714285,7.829209896249003,28.98486700026337,1
703,2024-05-14,5,1,1,4,12,4.21,0,0,0.0,0.0,1.6799680766161211,57.96973400052674,0
704,2023-01-21,5,1,5,0,6,3.8,0,0,0.0,0.0,1.5163607342378291,28.98486700026337,0
705,2023-09-15,5,0,5,4,9,2.57,1,0,0.0,0.1,1.025538707102953,43.47730050039505,0
706,2023-09-21,4,2,0,5,6,3.11,0,0,0.0,0.0,1.2410215482841183,28.98486700026337,0
707,2023-01-11,3,0,0,4,4,8.52,0,0,0.0,0.0,3.3998403830806065,19.323244666842246,2
708,2024-06-28,0,1,2,1,2,6.59,1,1,21.88,0.3333333333333333,7.629688747007183,9.661622333421123,1
709,2024-05-10,3,0,5,3,7,6.78,0,1,147.01,0.0,7.705506783719074,33.81567816697393,1
710,2024-08-14,2,2,4,1,5,4.0,1,1,97.21,0.16666666666666666,6.596169193934557,24.154055833552807,1
711,2023-08-19,4,2,2,1,5,3.13,0,0,0.0,0.0,1.249002394253791,24.154055833552807,0
712,2024-10-18,4,0,4,3,7,4.84,1,0,0.0,0.125,1.9313647246608139,33.81567816697393,0
713,2024-01-28,5,1,1,3,9,8.14,0,0,0.0,0.0,3.248204309656824,43.47730050039505,2
714,2024-04-17,2,2,4,4,4,2.99,1,1,64.36,0.2,6.193136472466081,19.323244666842246,1
715,2024-04-24,2,2,4,0,3,3.91,1,1,119.19,0.25,6.56025538707103,14.492433500131686,1
716,2023-05-05,1,2,3,3,7,7.94,0,1,52.48,0.0,8.168395849960095,33.81567816697393,1
717,2023-10-15,0,2,2,5,8,8.35,0,1,272.7,0.0,8.332003192338387,38.64648933368449,1
718,2024-06-25,2,2,0,4,6,7.21,1,0,0.0,0.14285714285714285,2.877094972067039,28.98486700026337,2
719,2023-10-19,3,2,2,2,7,9.62,1,0,0.0,0.125,3.838786911412609,33.81567816697393,2
720,2024-07-19,1,2,3,5,5,7.12,0,0,0.0,0.0,2.841181165203512,24.154055833552807,2
721,2024-09-15,1,1,3,4,3,6.75,0,0,0.0,0.0,2.693535514764565,14.492433500131686,2
722,2023-09-14,1,0,2,1,1,4.09,1,1,109.98,0.5,6.632083000798085,4.8308111667105615,1
723,2023-03-27,5,2,4,0,2,5.76,1,0,0.0,0.3333333333333333,2.298483639265762,9.661622333421123,0
724,2024-04-13,3,2,1,2,6,4.12,0,0,0.0,0.0,1.644054269752594,28.98486700026337,0
725,2024-02-24,2,1,4,0,4,1.82,0,0,0.0,0.0,0.7262569832402235,19.323244666842246,0
726,2024-04-14,2,2,2,5,4,6.29,1,1,33.74,0.2,7.509976057462091,19.323244666842246,1
727,2024-03-09,2,2,5,1,5,3.99,0,0,0.0,0.0,1.592178770949721,24.154055833552807,0
728,2024-05-17,3,0,5,2,9,7.67,0,0,0.0,0.0,3.0606544293695133,43.47730050039505,2
729,2023-10-29,0,1,4,2,5,9.78,1,0,0.0,0.16666666666666666,3.9026336791699916,24.154055833552807,2
730,2023-03-11,3,0,5,1,8,4.23,0,1,68.87,0.0,6.687948922585795,38.64648933368449,1
731,2024-01-12,3,2,2,2,8,2.69,0,0,0.0,0.0,1.0734237829209898,38.64648933368449,0
732,2024-06-13,2,1,5,0,9,5.24,0,1,19.08,0.0,7.090981644054271,43.47730050039505,1
733,2023-01-01,5,1,0,1,7,6.78,1,0,0.0,0.125,2.7055067837190743,33.81567816697393,2
734,2023-05-24,0,0,5,0,3,4.4,1,0,0.0,0.25,1.755786113328013,14.492433500131686,0
735,2023-03-01,2,0,1,2,5,5.4,0,0,0.0,0.0,2.1548284118116525,24.154055833552807,0
736,2024-01-16,0,2,4,3,6,5.28,0,0,0.0,0.0,2.1069433359936154,28.98486700026337,0
737,2023-03-05,0,0,2,3,6,9.16,0,0,0.0,0.0,3.655227454110136,28.98486700026337,2
738,2024-01-30,1,0,4,3,6,3.58,1,0,0.0,0.14285714285714285,1.4285714285714288,28.98486700026337,0
739,2023-08-29,0,1,2,2,8,6.39,0,0,0.0,0.0,2.549880287310455,38.64648933368449,2
740,2023-11-29,4,0,0,1,3,7.93,0,1,150.08,0.0,8.164405426975259,14.492433500131686,1
741,2024-10-08,1,0,4,0,1,7.75,0,0,0.0,0.0,3.0925778132482047,4.8308111667105615,2
742,2024-03-04,5,1,1,4,5,7.32,1,1,46.17,0.16666666666666666,7.92098962490024,24.154055833552807,1
743,2023-05-22,5,0,3,1,5,5.38,1,1,33.01,0.16666666666666666,7.14684756584198,24.154055833552807,1
744,2023-08-28,3,1,0,0,5,8.83,1,0,0.0,0.16666666666666666,3.523543495610535,24.154055833552807,2
745,2024-11-06,1,1,3,3,5,7.55,1,1,94.61,0.16666666666666666,8.012769353551477,24.154055833552807,1
746,2024-02-27,3,1,4,2,4,8.92,0,0,0.0,0.0,3.5594573024740623,19.323244666842246,2
747,2024-10-27,2,2,0,1,3,5.52,0,0,0.0,0.0,2.2027134876296888,14.492433500131686,0
748,2024-08-11,3,1,0,2,5,7.34,0,1,54.96,0.0,7.928970470869912,24.154055833552807,1
749,2023-04-05,2,0,3,5,5,8.93,0,0,0.0,0.0,3.5634477254588988,24.154055833552807,2
750,2023-07-15,5,1,3,5,7,4.7,1,0,0.0,0.125,1.8754988028731048,33.81567816697393,0
751,2024-10-03,4,1,0,5,9,5.72,1,1,89.71,0.1,7.2825219473264164,43.47730050039505,1
752,2023-11-04,4,2,4,1,3,6.91,1,1,74.79,0.25,7.757382282521947,14.492433500131686,1
753,2023-08-09,4,1,5,3,7,4.8,0,1,115.15,0.0,6.915403032721469,33.81567816697393,1
754,2024-12-05,0,2,3,0,4,7.24,1,1,46.74,0.2,7.889066241021548,19.323244666842246,1
755,2023-07-15,4,0,2,5,6,8.55,1,0,0.0,0.14285714285714285,3.411811652035116,28.98486700026337,2
756,2024-07-31,1,2,3,1,7,7.82,0,0,0.0,0.0,3.1205107741420597,33.81567816697393,2
757,2023-02-11,0,0,4,0,4,7.01,0,0,0.0,0.0,2.7972865123703112,19.323244666842246,2
758,2024-07-13,3,0,0,1,6,6.68,0,0,0.0,0.0,2.66560255387071,28.98486700026337,2
759,2023-03-15,2,2,5,1,7,3.0,1,1,65.41,0.125,6.197126895450918,33.81567816697393,1
760,2023-09-02,2,0,3,4,4,3.16,0,0,0.0,0.0,1.2609736632083002,19.323244666842246,0
761,2023-03-07,2,1,4,0,5,4.24,1,0,0.0,0.16666666666666666,1.6919393455706304,24.154055833552807,0
762,2024-02-18,5,1,5,1,8,6.59,1,0,0.0,0.1111111111111111,2.629688747007183,38.64648933368449,2
763,2023-09-10,5,0,2,5,7,6.98,0,0,0.0,0.0,2.7853152434158024,33.81567816697393,2
764,2023-05-12,2,0,4,5,6,5.54,0,1,39.19,0.0,7.210694333599362,28.98486700026337,1
765,2024-09-06,5,0,3,4,3,1.0,1,0,0.0,0.25,0.39904229848363926,14.492433500131686,0
766,2024-06-23,5,0,0,2,6,5.12,1,0,0.0,0.14285714285714285,2.043096568236233,28.98486700026337,0
767,2023-01-10,2,0,2,5,2,4.81,1,0,0.0,0.3333333333333333,1.9193934557063046,9.661622333421123,0
768,2024-12-30,0,1,2,4,6,5.24,1,0,0.0,0.14285714285714285,2.09098164405427,28.98486700026337,0
769,2023-12-12,2,2,4,5,3,3.46,0,0,0.0,0.0,1.380686352753392,14.492433500131686,0
770,2024-12-24,3,1,3,5,12,4.46,0,0,0.0,0.0,1.7797286512370312,57.96973400052674,0
771,2023-02-28,0,2,4,3,5,3.55,1,0,0.0,0.16666666666666666,1.4166001596169195,24.154055833552807,0
772,2023-11-05,2,1,5,4,7,2.51,1,0,0.0,0.125,1.0015961691939346,33.81567816697393,0
773,2024-04-29,3,1,3,1,6,4.16,0,1,48.89,0.0,6.66001596169194,28.98486700026337,1
774,2024-09-29,3,2,1,3,3,4.37,1,0,0.0,0.25,1.7438148443735038,14.492433500131686,0
775,2023-06-16,0,2,0,3,6,3.98,0,0,0.0,0.0,1.5881883479648842,28.98486700026337,0
776,2023-12-19,2,1,4,4,3,6.9,1,1,50.39,0.25,7.7533918595371105,14.492433500131686,1
777,2024-06-08,4,0,1,5,6,6.55,1,1,69.71,0.14285714285714285,7.613727055067837,28.98486700026337,1
778,2024-09-09,0,0,5,4,4,6.27,0,0,0.0,0.0,2.501995211492418,19.323244666842246,2
779,2024-12-20,4,2,1,0,5,2.89,0,1,184.69,0.0,6.153232242617717,24.154055833552807,1
780,2024-05-06,3,2,1,4,2,4.94,0,0,0.0,0.0,1.9712689545091782,9.661622333421123,0
781,2024-01-08,5,0,5,0,9,3.89,1,0,0.0,0.1,1.552274541101357,43.47730050039505,0
782,2024-08-06,3,2,3,1,5,7.04,1,0,0.0,0.16666666666666666,2.8092577813248205,24.154055833552807,2
783,2023-03-22,5,1,5,5,5,5.86,0,1,49.53,0.0,7.338387869114126,24.154055833552807,1
784,2023-08-01,1,2,0,0,7,4.99,1,1,8.45,0.125,6.99122106943336,33.81567816697393,1
785,2024-10-12,4,1,3,4,5,10.71,1,1,63.63,0.16666666666666666,9.273743016759777,24.154055833552807,1
786,2023-07-11,5,0,4,3,8,2.6,1,0,0.0,0.1111111111111111,1.0375099760574622,38.64648933368449,0
787,2023-08-09,2,2,0,1,9,6.12,0,0,0.0,0.0,2.4421388667198722,43.47730050039505,2
788,2023-10-27,4,0,1,1,4,2.76,1,0,0.0,0.2,1.1013567438148444,19.323244666842246,0
789,2023-07-27,0,2,1,0,8,5.96,0,0,0.0,0.0,2.37829209896249,38.64648933368449,2
790,2023-08-16,5,2,5,3,3,2.51,0,0,0.0,0.0,1.0015961691939346,14.492433500131686,0
791,2024-09-08,5,2,4,0,6,4.38,1,1,28.89,0.14285714285714285,6.7478052673583395,28.98486700026337,1
792,2023-05-21,5,2,0,2,9,5.19,0,0,0.0,0.0,2.071029529130088,43.47730050039505,0
793,2024-01-25,1,1,2,1,2,2.82,0,0,0.0,0.0,1.1252992817238627,9.661622333421123,0
794,2024-12-04,3,1,1,3,7,6.29,1,1,62.39,0.125,7.509976057462091,33.81567816697393,1
795,2023-11-23,0,1,2,1,4,6.18,1,1,70.2,0.2,7.466081404628891,19.323244666842246,1
796,2024-11-04,5,1,3,5,6,6.95,0,0,0.0,0.0,2.773343974461293,28.98486700026337,2
797,2024-02-10,2,0,2,5,7,4.59,0,0,0.0,0.0,1.8316041500399045,33.81567816697393,0
798,2023-04-09,0,2,4,0,6,5.17,0,1,68.35,0.0,7.063048683160416,28.98486700026337,1
799,2024-05-02,0,0,2,2,6,4.89,1,1,32.06,0.14285714285714285,6.951316839584996,28.98486700026337,1
800,2024-12-09,1,2,1,2,8,4.86,0,1,57.45,0.0,6.939345570630487,38.64648933368449,1
801,2023-08-22,3,2,0,4,12,4.57,0,0,0.0,0.0,1.8236233040702317,57.96973400052674,0
802,2024-05-28,1,0,2,5,6,2.99,0,0,0.0,0.0,1.1931364724660816,28.98486700026337,0
803,2023-05-11,0,2,1,3,10,7.64,1,1,57.07,0.09090909090909091,8.048683160415004,48.308111667105614,1
804,2024-06-04,3,1,4,3,3,9.3,1,1,65.69,0.25,8.711093375897846,14.492433500131686,1
805,2024-02-03,5,1,4,5,3,3.08,0,0,0.0,0.0,1.229050279329609,14.492433500131686,0
806,2023-05-27,4,0,5,0,5,3.77,0,1,67.22,0.0,6.50438946528332,24.154055833552807,1
807,2024-07-17,3,0,1,0,7,3.33,1,0,0.0,0.125,1.328810853950519,33.81567816697393,0
808,2023-08-25,1,1,0,3,9,6.53,0,0,0.0,0.0,2.605746209098165,43.47730050039505,2
809,2024-12-11,4,2,2,1,7,2.59,0,0,0.0,0.0,1.0335195530726258,33.81567816697393,0
810,2024-04-18,0,1,2,0,5,11.96,1,1,61.08,0.16666666666666666,9.772545889864325,24.154055833552807,1
811,2024-06-18,2,0,4,0,2,6.14,0,0,0.0,0.0,2.450119712689545,9.661622333421123,2
812,2023-02-24,3,2,2,1,5,2.95,0,1,88.65,0.0,6.177174780526736,24.154055833552807,1
813,2023-01-28,5,1,1,0,6,3.65,1,0,0.0,0.14285714285714285,1.4565043894652834,28.98486700026337,0
814,2023-06-05,0,0,4,2,10,6.06,1,1,11.36,0.09090909090909091,7.418196328810854,48.308111667105614,1
815,2024-02-28,1,1,3,3,8,6.88,1,1,53.84,0.1111111111111111,7.745411013567438,38.64648933368449,1
816,2023-10-13,0,2,1,4,6,7.1,0,0,0.0,0.0,2.833200319233839,28.98486700026337,2
817,2023-03-12,3,1,0,4,5,4.53,0,0,0.0,0.0,1.8076616121308862,24.154055833552807,0
818,2024-06-10,1,2,0,2,4,6.46,0,0,0.0,0.0,2.57781324820431,19.323244666842246,2
819,2023-11-30,5,0,2,3,7,4.32,0,1,31.87,0.0,6.723862729449322,33.81567816697393,1
820,2024-02-09,1,1,0,0,5,4.34,0,0,0.0,0.0,1.7318435754189945,24.154055833552807,0
821,2024-06-07,3,0,3,5,5,4.67,1,0,0.0,0.16666666666666666,1.8635275339185955,24.154055833552807,0
822,2024-07-18,5,2,1,1,6,8.43,1,1,44.18,0.14285714285714285,8.363926576217079,28.98486700026337,1
823,2024-12-06,1,0,1,1,6,9.43,0,0,0.0,0.0,3.7629688747007184,28.98486700026337,2
824,2024-03-31,5,2,0,2,5,5.14,1,0,0.0,0.16666666666666666,2.051077414205906,24.154055833552807,0
825,2023-10-16,1,2,5,2,4,3.4,0,0,0.0,0.0,1.3567438148443736,19.323244666842246,0
826,2024-06-19,3,0,3,2,5,3.34,0,0,0.0,0.0,1.332801276935355,24.154055833552807,0
827,2024-03-10,4,2,4,5,5,8.34,0,0,0.0,0.0,3.3280127693535517,24.154055833552807,2
828,2023-09-02,2,0,2,1,4,6.46,1,0,0.0,0.2,2.57781324820431,19.323244666842246,2
829,2024-10-22,4,0,1,3,4,6.25,1,0,0.0,0.2,2.494014365522746,19.323244666842246,2
830,2024-01-27,4,2,1,0,4,8.7,1,1,67.94,0.2,8.47166799680766,19.323244666842246,1
831,2024-06-09,5,2,4,1,7,3.66,1,1,77.73,0.125,6.46049481245012,33.81567816697393,1
832,2023-11-30,2,1,4,4,4,7.18,1,1,129.73,0.2,7.86512370311253,19.323244666842246,1
833,2023-11-16,5,2,2,2,5,5.17,1,0,0.0,0.16666666666666666,2.063048683160415,24.154055833552807,0
834,2023-11-07,4,1,1,1,4,4.32,0,0,0.0,0.0,1.7238627294493218,19.323244666842246,0
835,2023-03-19,0,1,0,0,9,10.49,1,0,0.0,0.1,4.185953711093377,43.47730050039505,2
